mp_key,house,mp_name_raw,mp_name_normalized,state,constituency,elected_nominated
RS_M_DHANAPAL,Rajya Sabha,Dr. M. Dhanapal (2025-31) (2025-2031),M. DHANAPAL,Tamil Nadu,,Elected MP
RS_M_THAMBI_DURAI,Rajya Sabha,Dr. M. Thambi Durai (2026-32) (2026-2032),M. THAMBI DURAI,Tamil Nadu,,Elected MP
RS_MEDHA_VISHRAM_KULKARNI,Rajya Sabha,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,Maharashtra,,Elected MP
RS_MEENAKSHI_JAIN,Rajya Sabha,Dr. Meenakshi Jain (2025-31) (2025-2031),MEENAKSHI JAIN,Delhi,,Nominated MP
RS_MUKESHBHAI_J_RATHWA,Rajya Sabha,Dr. Mukeshbhai J. Rathwa (2026-32) (2026-2032),MUKESHBHAI J. RATHWA,Gujarat,,Elected MP
RS_PARMAR_JASHVANTSINH_SALAMSINH,Rajya Sabha,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),PARMAR JASHVANTSINH SALAMSINH,Gujarat,,Elected MP
RS_RADHA_MOHAN_DAS_AGRAWAL,Rajya Sabha,Dr. Radha Mohan Das Agrawal (2022-28) (2022-2028),RADHA MOHAN DAS AGRAWAL,Uttar Pradesh,,Elected MP
RS_SANDEEP_KUMAR_PATHAK,Rajya Sabha,Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),SANDEEP KUMAR PATHAK,Punjab,,Elected MP
RS_SANGEETA_BALWANT,Rajya Sabha,Dr. Sangeeta Balwant (2024-30) (2024-2030),SANGEETA BALWANT,Uttar Pradesh,,Elected MP
RS_SANTRUPT_MISRA,Rajya Sabha,Dr. Santrupt Misra (2026-32) (2026-2032),SANTRUPT MISRA,Odisha,,Elected MP
RS_SARFRAZ_AHMAD,Rajya Sabha,Dr. Sarfraz Ahmad (2024-30) (2024-2030),SARFRAZ AHMAD,Jharkhand,,Elected MP
RS_SASMIT_PATRA,Rajya Sabha,Dr. Sasmit Patra (2022-28) (2022-2028),SASMIT PATRA,Odisha,,Elected MP
RS_SATISH_POONIA,Rajya Sabha,Dr. Satish Poonia (2026-32) (2026-2032),SATISH POONIA,Rajasthan,,Elected MP
RS_SIKANDER_KUMAR,Rajya Sabha,Dr. Sikander Kumar (2022-28) (2022-2028),SIKANDER KUMAR,Himachal Pradesh,,Elected MP
RS_SUDHANSHU_TRIVEDI,Rajya Sabha,Dr. Sudhanshu Trivedi (2024-30) (2024-2030),SUDHANSHU TRIVEDI,Uttar Pradesh,,Elected MP
RS_SYED_NASEER_HUSSAIN,Rajya Sabha,Dr. Syed Naseer Hussain (2024-30) (2024-2030),SYED NASEER HUSSAIN,Karnataka,,Elected MP
RS_V_SIVADASAN,Rajya Sabha,Dr. V. Sivadasan (2021-27) (2021-2027),V. SIVADASAN,Kerala,,Elected MP
RS_VIKRAMJIT_SINGH_SAHNEY,Rajya Sabha,Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),VIKRAMJIT SINGH SAHNEY,Punjab,,Elected MP
RS_MS_DOLA_SEN,Rajya Sabha,Ms. Dola Sen (2023-29) (2023-2029),MS. DOLA SEN,West Bengal,,Elected MP
RS_MS_SWATI_MALIWAL,Rajya Sabha,Ms. Swati Maliwal (2024-30) (2024-2030),MS. SWATI MALIWAL,Delhi,,Elected MP
RS_MANOJ_KUMAR_JHA,Rajya Sabha,Prof. Manoj Kumar Jha (2024-30) (2024-2030),MANOJ KUMAR JHA,Bihar,,Elected MP
RS_RAM_GOPAL_YADAV,Rajya Sabha,Prof. Ram Gopal Yadav (2020-26) (2020-2026),RAM GOPAL YADAV,Uttar Pradesh,,Elected MP
RS_A_A_RAHIM,Rajya Sabha,Shri A. A. Rahim (2022-28) (2022-2028),A. A. RAHIM,Kerala,,Elected MP
RS_ABDUL_WAHAB,Rajya Sabha,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,Kerala,,Elected MP
RS_ADITYA_PRASAD,Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),ADITYA PRASAD,Jharkhand,,Elected MP
RS_AJAY_MAKAN,Rajya Sabha,Shri Ajay Makan (2024-30) (2024-2030),AJAY MAKAN,Karnataka,,Elected MP
RS_AKHILESH_PRASAD_SINGH,Rajya Sabha,Shri Akhilesh Prasad Singh (2024-30) (2024-2030),AKHILESH PRASAD SINGH,Bihar,,Elected MP
RS_AMAR_PAL_MAURYA,Rajya Sabha,Shri Amar Pal Maurya (2024-30) (2024-2030),AMAR PAL MAURYA,Uttar Pradesh,,Elected MP
RS_ANIL_KUMAR_YADAV_MANDADI,Rajya Sabha,Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),ANIL KUMAR YADAV MANDADI,Telangana,,Elected MP
RS_ANURAG_SHARMA,Rajya Sabha,Shri Anurag Sharma (2026-32) (2026-2032),ANURAG SHARMA,Himachal Pradesh,,Elected MP
RS_ARUN_SINGH,Rajya Sabha,Shri Arun Singh (2020-26) (2020-2026),ARUN SINGH,Uttar Pradesh,,Elected MP
RS_ASHOK_SINGH,Rajya Sabha,Shri Ashok Singh (2024-30) (2024-2030),ASHOK SINGH,Madhya Pradesh,,Elected MP
RS_ASHOKRAO_SHANKARRAO_CHAVAN,Rajya Sabha,Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030),ASHOKRAO SHANKARRAO CHAVAN,Maharashtra,,Elected MP
RS_ASHWINI_VAISHNAW,Rajya Sabha,Shri Ashwini Vaishnaw (2024-30) (2024-2030),ASHWINI VAISHNAW,Odisha,,Elected MP
RS_B_PARTHASARADHI_REDDY,Rajya Sabha,Shri B. Parthasaradhi Reddy (2022-28) (2022-2028),B. PARTHASARADHI REDDY,Telangana,,Elected MP
RS_B_L_VERMA,Rajya Sabha,Shri B.L. Verma (2020-26) (2020-2026),B.L. VERMA,Uttar Pradesh,,Elected MP
RS_BABUBHAI_JESANGBHAI_DESAI,Rajya Sabha,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),BABUBHAI JESANGBHAI DESAI,Gujarat,,Elected MP
RS_BABURAM_NISHAD,Rajya Sabha,Shri Baburam Nishad (2022-28) (2022-2028),BABURAM NISHAD,Uttar Pradesh,,Elected MP
RS_BAIDYANATH_RAM,Rajya Sabha,Shri Baidyanath Ram (2026-32) (2026-2032),BAIDYANATH RAM,Jharkhand,,Elected MP
RS_BALYOGI_UMESHNATH,Rajya Sabha,Shri Balyogi Umeshnath (2024-30) (2024-2030),BALYOGI UMESHNATH,Madhya Pradesh,,Elected MP
RS_BANSHILAL_GURJAR,Rajya Sabha,Shri Banshilal Gurjar (2024-30) (2024-2030),BANSHILAL GURJAR,Madhya Pradesh,,Elected MP
RS_BHASHYAM_RAMA_KRISHNA,Rajya Sabha,Shri Bhashyam Rama Krishna (2026-32) (2026-2032),BHASHYAM RAMA KRISHNA,Andhra Pradesh,,Elected MP
RS_BIRENDRA_PRASAD_BAISHYA,Rajya Sabha,Shri Birendra Prasad Baishya (2025-31) (2025-2031),BIRENDRA PRASAD BAISHYA,Assam,,Elected MP
RS_BRIJ_LAL,Rajya Sabha,Shri Brij Lal (2020-26) (2020-2026),BRIJ LAL,Uttar Pradesh,,Elected MP
RS_C_SADANANDAN_MASTER,Rajya Sabha,Shri C. Sadanandan Master (2025-31) (2025-2031),C. SADANANDAN MASTER,Kerala,,Nominated MP
RS_CHANDRAKANT_DAMODAR_HANDORE,Rajya Sabha,Shri Chandrakant Damodar Handore (2024-30) (2024-2030),CHANDRAKANT DAMODAR HANDORE,Maharashtra,,Elected MP
RS_CHOWDRY_MOHAMMAD_RAMZAN,Rajya Sabha,Shri Chowdry Mohammad Ramzan (2025-31) (2025-2031),CHOWDRY MOHAMMAD RAMZAN,Jammu And Kashmir,,Elected MP
RS_CHRISTOPHER_MANICKAM,Rajya Sabha,Shri Christopher Manickam (2026-32) (2026-2032),CHRISTOPHER MANICKAM,Tamil Nadu,,Elected MP
RS_CHUNNILAL_GARASIYA,Rajya Sabha,Shri Chunnilal Garasiya (2024-30) (2024-2030),CHUNNILAL GARASIYA,Rajasthan,,Elected MP
RS_CONSTANDINE_RAVINDRAN,Rajya Sabha,Shri Constandine Ravindran (2026-32) (2026-2032),CONSTANDINE RAVINDRAN,Tamil Nadu,,Elected MP
RS_DAMODAR_RAO_DIVAKONDA,Rajya Sabha,Shri Damodar Rao Divakonda (2022-28) (2022-2028),DAMODAR RAO DIVAKONDA,Telangana,,Elected MP
RS_DEBASHISH_SAMANTARAY,Rajya Sabha,Shri Debashish Samantaray (2026-30) (2026-2030),DEBASHISH SAMANTARAY,Odisha,,Elected MP
RS_DEREK_O_BRIEN,Rajya Sabha,Shri Derek O' Brien (2023-29) (2023-2029),DEREK O' BRIEN,West Bengal,,Elected MP
RS_DEVENDRA_PRATAP_SINGH,Rajya Sabha,Shri Devendra Pratap Singh (2024-30) (2024-2030),DEVENDRA PRATAP SINGH,Chhattisgarh,,Elected MP
RS_DHANANJAY_BHIMRAO_MAHADIK,Rajya Sabha,Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),DHANANJAY BHIMRAO MAHADIK,Maharashtra,,Elected MP
RS_DILIP_KUMAR_RAY,Rajya Sabha,Shri Dilip Kumar Ray (2026-32) (2026-2032),DILIP KUMAR RAY,Odisha,,Elected MP
RS_DORJEE_TSHERING_LEPCHA,Rajya Sabha,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),DORJEE TSHERING LEPCHA,Sikkim,,Elected MP
RS_G_C_CHANDRASHEKHAR,Rajya Sabha,Shri G.C. Chandrashekhar (2024-30) (2024-2030),G.C. CHANDRASHEKHAR,Karnataka,,Elected MP
RS_GHANSHYAM_TIWARI,Rajya Sabha,Shri Ghanshyam Tiwari (2022-28) (2022-2028),GHANSHYAM TIWARI,Rajasthan,,Elected MP
RS_GOLLA_BABURAO,Rajya Sabha,Shri Golla Baburao (2024-30) (2024-2030),GOLLA BABURAO,Andhra Pradesh,,Elected MP
RS_GOVINDBHAI_LALJIBHAI_DHOLAKIA,Rajya Sabha,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),GOVINDBHAI LALJIBHAI DHOLAKIA,Gujarat,,Elected MP
RS_GULAM_ALI,Rajya Sabha,Shri Gulam Ali (2022-28) (2022-2028),GULAM ALI,Jammu And Kashmir,,Nominated MP
RS_GURWINDER_SINGH_OBEROI,Rajya Sabha,Shri Gurwinder Singh Oberoi (2025-31) (2025-2031),GURWINDER SINGH OBEROI,Jammu And Kashmir,,Elected MP
RS_HARBHAJAN_SINGH,Rajya Sabha,Shri Harbhajan Singh (2022-28) (2022-2028),HARBHAJAN SINGH,Punjab,,Elected MP
RS_HARDEEP_SINGH_PURI,Rajya Sabha,Shri Hardeep Singh Puri (2020-26) (2020-2026),HARDEEP SINGH PURI,Uttar Pradesh,,Elected MP
RS_HARIS_BEERAN,Rajya Sabha,Shri Haris Beeran (2024-30) (2024-2030),HARIS BEERAN,Kerala,,Elected MP
RS_HARSH_MAHAJAN,Rajya Sabha,Shri Harsh Mahajan (2024-30) (2024-2030),HARSH MAHAJAN,Himachal Pradesh,,Elected MP
RS_HARSH_VARDHAN_SHRINGLA,Rajya Sabha,Shri Harsh Vardhan Shringla (2025-31) (2025-2031),HARSH VARDHAN SHRINGLA,West Bengal,,Nominated MP
RS_I_S_INBADURAI,Rajya Sabha,Shri I.S. Inbadurai (2025-31) (2025-2031),I.S. INBADURAI,Tamil Nadu,,Elected MP
RS_ILAIYARAAJA,Rajya Sabha,Shri Ilaiyaraaja (2022-28) (2022-2028),ILAIYARAAJA,Tamil Nadu,,Nominated MP
RS_IMRAN_PRATAPGARHI,Rajya Sabha,Shri Imran Pratapgarhi (2022-28) (2022-2028),IMRAN PRATAPGARHI,Maharashtra,,Elected MP
RS_JAGAT_PRAKASH_NADDA,Rajya Sabha,Shri Jagat Prakash Nadda (2024-30) (2024-2030),JAGAT PRAKASH NADDA,Gujarat,,Elected MP
RS_JAGGESH,Rajya Sabha,Shri Jaggesh (2022-28) (2022-2028),JAGGESH,Karnataka,,Elected MP
RS_JAIRAM_RAMESH,Rajya Sabha,Shri Jairam Ramesh (2022-28) (2022-2028),JAIRAM RAMESH,Karnataka,,Elected MP
RS_JAMES_PANGSANG_KONGKAL_SANGMA,Rajya Sabha,Shri James Pangsang Kongkal Sangma (2026-32) (2026-2032),JAMES PANGSANG KONGKAL SANGMA,Meghalaya,,Elected MP
RS_JAVED_ALI_KHAN,Rajya Sabha,Shri Javed Ali Khan (2022-28) (2022-2028),JAVED ALI KHAN,Uttar Pradesh,,Elected MP
RS_JAYANT_CHAUDHARY,Rajya Sabha,Shri Jayant Chaudhary (2022-28) (2022-2028),JAYANT CHAUDHARY,Uttar Pradesh,,Elected MP
RS_JOGEN_MOHAN,Rajya Sabha,Shri Jogen Mohan (2026-32) (2026-2032),JOGEN MOHAN,Assam,,Elected MP
RS_JOSE_K_MANI,Rajya Sabha,Shri Jose K. Mani (2024-30) (2024-2030),JOSE K. MANI,Kerala,,Elected MP
RS_K_R_N_RAJESHKUMAR,Rajya Sabha,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),K.R.N. RAJESHKUMAR,Tamil Nadu,,Elected MP
RS_KAMAL_HAASAN,Rajya Sabha,Shri Kamal Haasan (2025-31) (2025-2031),KAMAL HAASAN,Tamil Nadu,,Elected MP
RS_KANAD_PURKAYASTHA,Rajya Sabha,Shri Kanad Purkayastha (2025-31) (2025-2031),KANAD PURKAYASTHA,Assam,,Elected MP
RS_KAPIL_SIBAL,Rajya Sabha,Shri Kapil Sibal (2022-28) (2022-2028),KAPIL SIBAL,Uttar Pradesh,,Elected MP
RS_KARAMVIR_SINGH_SINGH_BOUDH,Rajya Sabha,Shri Karamvir Singh Singh Boudh (2026-32) (2026-2032),KARAMVIR SINGH SINGH BOUDH,Haryana,,Elected MP
RS_KARTIKEYA_SHARMA,Rajya Sabha,Shri Kartikeya Sharma (2022-28) (2022-2028),KARTIKEYA SHARMA,Haryana,,Elected MP
RS_KESRIDEVSINH_JHALA,Rajya Sabha,Shri Kesridevsinh Jhala (2023-29) (2023-2029),KESRIDEVSINH JHALA,Gujarat,,Elected MP
RS_KHIANGTE_LALTLUANGKIMA,Rajya Sabha,Shri Khiangte Laltluangkima (2026-32) (2026-2032),KHIANGTE LALTLUANGKIMA,Mizoram,,Elected MP
RS_KHIRU_MAHTO,Rajya Sabha,Shri Khiru Mahto (2022-28) (2022-2028),KHIRU MAHTO,Bihar,,Elected MP
RS_L_K_SUDHISH,Rajya Sabha,Shri L. K. Sudhish (2026-32) (2026-2032),L. K. SUDHISH,Tamil Nadu,,Elected MP
RS_LAHAR_SINGH_SIROYA,Rajya Sabha,Shri Lahar Singh Siroya (2022-28) (2022-2028),LAHAR SINGH SIROYA,Karnataka,,Elected MP
RS_LINGAMANENI_RAMESH,Rajya Sabha,Shri Lingamaneni Ramesh (2026-32) (2026-2032),LINGAMANENI RAMESH,Andhra Pradesh,,Elected MP
RS_M_NAGARAJA,Rajya Sabha,Shri M. Nagaraja (2026-32) (2026-2032),M. NAGARAJA,Karnataka,,Elected MP
RS_MADAN_RATHORE,Rajya Sabha,Shri Madan Rathore (2024-30) (2024-2030),MADAN RATHORE,Rajasthan,,Elected MP
RS_MAHENDRA_BHATT,Rajya Sabha,Shri Mahendra Bhatt (2024-30) (2024-2030),MAHENDRA BHATT,Uttarakhand,,Elected MP
RS_MAHESH_KEWAT,Rajya Sabha,Shri Mahesh Kewat (2026-32) (2026-2032),MAHESH KEWAT,Madhya Pradesh,,Elected MP
RS_MALLIKARJUN_KHARGE,Rajya Sabha,Shri Mallikarjun Kharge (2026-32) (2026-2032),MALLIKARJUN KHARGE,Karnataka,,Elected MP
RS_MANAN_KUMAR_MISHRA,Rajya Sabha,Shri Manan Kumar Mishra (2024-28) (2024-2028),MANAN KUMAR MISHRA,Bihar,,Elected MP
RS_MANAS_RANJAN_MANGARAJ,Rajya Sabha,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,Odisha,,Elected MP
RS_MANMOHAN_SAMAL,Rajya Sabha,Shri Manmohan Samal (2026-32) (2026-2032),MANMOHAN SAMAL,Odisha,,Elected MP
RS_MANSOOR_ALI_KHAN,Rajya Sabha,Shri Mansoor Ali Khan (2026-32) (2026-2032),MANSOOR ALI KHAN,Karnataka,,Elected MP
RS_MASTHAN_RAO_YADAV_BEEDHA,Rajya Sabha,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),MASTHAN RAO YADAV BEEDHA,Andhra Pradesh,,Elected MP
RS_MAYANKKUMAR_NAYAK,Rajya Sabha,Shri Mayankkumar Nayak (2024-30) (2024-2030),MAYANKKUMAR NAYAK,Gujarat,,Elected MP
RS_MEDA_RAGHUNADHA_REDDY,Rajya Sabha,Shri Meda Raghunadha Reddy (2024-30) (2024-2030),MEDA RAGHUNADHA REDDY,Andhra Pradesh,,Elected MP
RS_MILIND_MURLI_DEORA,Rajya Sabha,Shri Milind Murli Deora (2024-30) (2024-2030),MILIND MURLI DEORA,Maharashtra,,Elected MP
RS_MITHLESH_KUMAR,Rajya Sabha,Shri Mithlesh Kumar (2022-28) (2022-2028),MITHLESH KUMAR,Uttar Pradesh,,Elected MP
RS_MOHAMMED_NADIMUL_HAQUE,Rajya Sabha,Shri Mohammed Nadimul Haque (2024-30) (2024-2030),MOHAMMED NADIMUL HAQUE,West Bengal,,Elected MP
RS_MUKUL_WASNIK,Rajya Sabha,Shri Mukul Wasnik (2022-28) (2022-2028),MUKUL WASNIK,Rajasthan,,Elected MP
RS_NAGENDRA_RAY,Rajya Sabha,Shri Nagendra Ray (2023-29) (2023-2029),NAGENDRA RAY,West Bengal,,Elected MP
RS_NARAIN_DASS_GUPTA,Rajya Sabha,Shri Narain Dass Gupta (2024-30) (2024-2030),NARAIN DASS GUPTA,Delhi,,Elected MP
RS_NARAYANASA_K_BHANDAGE,Rajya Sabha,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),NARAYANASA K. BHANDAGE,Karnataka,,Elected MP
RS_NARESH_BANSAL,Rajya Sabha,Shri Naresh Bansal (2020-26) (2020-2026),NARESH BANSAL,Uttarakhand,,Elected MP
RS_NAVEEN_JAIN,Rajya Sabha,Shri Naveen Jain (2024-30) (2024-2030),NAVEEN JAIN,Uttar Pradesh,,Elected MP
RS_NEERAJ_DANGI,Rajya Sabha,Shri Neeraj Dangi (2026-32) (2026-2032),NEERAJ DANGI,Rajasthan,,Elected MP
RS_NEERAJ_SHEKHAR,Rajya Sabha,Shri Neeraj Shekhar (2020-26) (2020-2026),NEERAJ SHEKHAR,Uttar Pradesh,,Elected MP
RS_NITIN_LAXMANRAO_JADHAV_PATIL,Rajya Sabha,Shri Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),NITIN LAXMANRAO JADHAV PATIL,Maharashtra,,Elected MP
RS_NITIN_NABIN,Rajya Sabha,Shri Nitin Nabin (2026-32) (2026-2032),NITIN NABIN,Bihar,,Elected MP
RS_P_CHIDAMBARAM,Rajya Sabha,Shri P. Chidambaram (2022-28) (2022-2028),P. CHIDAMBARAM,Tamil Nadu,,Elected MP
RS_P_P_SUNEER,Rajya Sabha,Shri P. P. Suneer (2024-30) (2024-2030),P. P. SUNEER,Kerala,,Elected MP
RS_P_WILSON,Rajya Sabha,Shri P. Wilson (2025-31) (2025-2031),P. WILSON,Tamil Nadu,,Elected MP
RS_PABITRA_MARGHERITA,Rajya Sabha,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,Assam,,Elected MP
RS_PAKA_VENKATA_SATYANARAYANA,Rajya Sabha,Shri Paka Venkata Satyanarayana (2025-28) (2025-2028),PAKA VENKATA SATYANARAYANA,Andhra Pradesh,,Elected MP
RS_PARTH_AJIT_PAWAR,Rajya Sabha,Shri Parth Ajit Pawar (2026-32) (2026-2032),PARTH AJIT PAWAR,Maharashtra,,Elected MP
RS_PAWAN_KHERA,Rajya Sabha,Shri Pawan Khera (2026-32) (2026-2032),PAWAN KHERA,Karnataka,,Elected MP
RS_PRADIP_KUMAR_VARMA,Rajya Sabha,Shri Pradip Kumar Varma (2024-30) (2024-2030),PRADIP KUMAR VARMA,Jharkhand,,Elected MP
RS_PRAFUL_PATEL,Rajya Sabha,Shri Praful Patel (2024-30) (2024-2030),PRAFUL PATEL,Maharashtra,,Elected MP
RS_PRAKASH_CHIK_BARAIK,Rajya Sabha,Shri Prakash Chik Baraik (2026-29) (2026-2029),PRAKASH CHIK BARAIK,West Bengal,,Elected MP
RS_PRAMOD_BORO,Rajya Sabha,Shri Pramod Boro (2026-32) (2026-2032),PRAMOD BORO,Assam,,Elected MP
RS_PRAMOD_TIWARI,Rajya Sabha,Shri Pramod Tiwari (2022-28) (2022-2028),PRAMOD TIWARI,Rajasthan,,Elected MP
RS_PRAVEEN_CHAKRAVARTHY,Rajya Sabha,Shri Praveen Chakravarthy (2026-28) (2026-2028),PRAVEEN CHAKRAVARTHY,Tamil Nadu,,Elected MP
RS_R_DHARMAR,Rajya Sabha,Shri R. Dharmar (2022-28) (2022-2028),R. DHARMAR,Tamil Nadu,,Elected MP
RS_R_GIRIRAJAN,Rajya Sabha,Shri R. Girirajan (2022-28) (2022-2028),R. GIRIRAJAN,Tamil Nadu,,Elected MP
RS_RAGHAV_CHADHA,Rajya Sabha,Shri Raghav Chadha (2022-28) (2022-2028),RAGHAV CHADHA,Punjab,,Elected MP
RS_RAJEEV_KUMAR,Rajya Sabha,Shri Rajeev Kumar (2026-32) (2026-2032),RAJEEV KUMAR,West Bengal,,Elected MP
RS_RAJEEV_SHUKLA,Rajya Sabha,Shri Rajeev Shukla (2022-28) (2022-2028),RAJEEV SHUKLA,Chhattisgarh,,Elected MP
RS_RAJESH_PARMANAND_SHUKLA,Rajya Sabha,Shri Rajesh Parmanand Shukla (2026-32) (2026-2032),RAJESH PARMANAND SHUKLA,Gujarat,,Elected MP
RS_RAJIB_BHATTACHARJEE,Rajya Sabha,Shri Rajib Bhattacharjee (2024-28) (2024-2028),RAJIB BHATTACHARJEE,Tripura,,Elected MP
RS_RAJINDER_GUPTA,Rajya Sabha,Shri Rajinder Gupta (2025-28) (2025-2028),RAJINDER GUPTA,Punjab,,Elected MP
RS_RAJNEESH_KUMAR_AGRAWAL,Rajya Sabha,Shri Rajneesh Kumar Agrawal (2026-32) (2026-2032),RAJNEESH KUMAR AGRAWAL,Madhya Pradesh,,Elected MP
RS_RAM_NATH_THAKUR,Rajya Sabha,Shri Ram Nath Thakur (2026-32) (2026-2032),RAM NATH THAKUR,Bihar,,Elected MP
RS_RAMDAS_BANDU_ATHAWALE,Rajya Sabha,Shri Ramdas Bandu Athawale (2026-32) (2026-2032),RAMDAS BANDU ATHAWALE,Maharashtra,,Elected MP
RS_RAMJI,Rajya Sabha,Shri Ramji (2020-26) (2020-2026),RAMJI,Uttar Pradesh,,Elected MP
RS_RAMJI_LAL_SUMAN,Rajya Sabha,Shri Ramji Lal Suman (2024-30) (2024-2030),RAMJI LAL SUMAN,Uttar Pradesh,,Elected MP
RS_RAMRAO_SAKHARAM_WADKUTE,Rajya Sabha,Shri Ramrao Sakharam Wadkute (2026-32) (2026-2032),RAMRAO SAKHARAM WADKUTE,Maharashtra,,Elected MP
RS_RANDEEP_SINGH_SURJEWALA,Rajya Sabha,Shri Randeep Singh Surjewala (2022-28) (2022-2028),RANDEEP SINGH SURJEWALA,Rajasthan,,Elected MP
RS_RATANJIT_PRATAP_NARAIN_SINGH,Rajya Sabha,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),RATANJIT PRATAP NARAIN SINGH,Uttar Pradesh,,Elected MP
RS_RAVI_CHANDRA_VADDIRAJU,Rajya Sabha,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,Telangana,,Elected MP
RS_RWNGWRA_NARZARY,Rajya Sabha,Shri Rwngwra Narzary (2022-28) (2022-2028),RWNGWRA NARZARY,Assam,,Elected MP
RS_RYAGA_KRISHNAIAH,Rajya Sabha,Shri Ryaga Krishnaiah (2024-28) (2024-2028),RYAGA KRISHNAIAH,Andhra Pradesh,,Elected MP
RS_S_NIRANJAN_REDDY,Rajya Sabha,Shri S Niranjan Reddy (2022-28) (2022-2028),S NIRANJAN REDDY,Andhra Pradesh,,Elected MP
RS_S_JAISHANKAR,Rajya Sabha,Shri S. Jaishankar (2023-29) (2023-2029),S. JAISHANKAR,Gujarat,,Elected MP
RS_S_KALYANASUNDARAM,Rajya Sabha,Shri S. Kalyanasundaram (2022-28) (2022-2028),S. KALYANASUNDARAM,Tamil Nadu,,Elected MP
RS_S_SELVAGANABATHY,Rajya Sabha,Shri S. Selvaganabathy (2021-27) (2021-2027),S. SELVAGANABATHY,Puducherry,,Elected MP
RS_S_R_SIVALINGAM,Rajya Sabha,Shri S.R. Sivalingam (2025-31) (2025-2031),S.R. SIVALINGAM,Tamil Nadu,,Elected MP
RS_SADANAND_MHALU_SHET_TANAVADE,Rajya Sabha,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),SADANAND MHALU SHET TANAVADE,Goa,,Elected MP
RS_SAJJAD_AHMAD_KICHLOO,Rajya Sabha,Shri Sajjad Ahmad Kichloo (2025-31) (2025-2031),SAJJAD AHMAD KICHLOO,Jammu And Kashmir,,Elected MP
RS_SAMIK_BHATTACHARYA,Rajya Sabha,Shri Samik Bhattacharya (2024-30) (2024-2030),SAMIK BHATTACHARYA,West Bengal,,Elected MP
RS_SAMIRUL_ISLAM,Rajya Sabha,Shri Samirul Islam (2023-29) (2023-2029),SAMIRUL ISLAM,West Bengal,,Elected MP
RS_SANA_SATHISH_BABU,Rajya Sabha,Shri Sana Sathish Babu (2026-32) (2026-2032),SANA SATHISH BABU,Andhra Pradesh,,Elected MP
RS_SANDOSH_KUMAR_P,Rajya Sabha,Shri Sandosh Kumar P (2022-28) (2022-2028),SANDOSH KUMAR P,Kerala,,Elected MP
RS_SANJAY_BHATIA,Rajya Sabha,Shri Sanjay Bhatia (2026-32) (2026-2032),SANJAY BHATIA,Haryana,,Elected MP
RS_SANJAY_KUMAR_JHA,Rajya Sabha,Shri Sanjay Kumar Jha (2024-30) (2024-2030),SANJAY KUMAR JHA,Bihar,,Elected MP
RS_SANJAY_RAUT,Rajya Sabha,Shri Sanjay Raut (2022-28) (2022-2028),SANJAY RAUT,Maharashtra,,Elected MP
RS_SANJAY_SETH,Rajya Sabha,Shri Sanjay Seth (2024-30) (2024-2030),SANJAY SETH,Uttar Pradesh,,Elected MP
RS_SANJAY_SINGH,Rajya Sabha,Shri Sanjay Singh (2024-30) (2024-2030),SANJAY SINGH,Delhi,,Elected MP
RS_SANJAY_YADAV,Rajya Sabha,Shri Sanjay Yadav (2024-30) (2024-2030),SANJAY YADAV,Bihar,,Elected MP
RS_SANT_BALBIR_SINGH,Rajya Sabha,Shri Sant Balbir Singh (2022-28) (2022-2028),SANT BALBIR SINGH,Punjab,,Elected MP
RS_SAT_PAUL_SHARMA,Rajya Sabha,Shri Sat Paul Sharma (2025-31) (2025-2031),SAT PAUL SHARMA,Jammu And Kashmir,,Elected MP
RS_SATISH_CHANDRA_DUBEY,Rajya Sabha,Shri Satish Chandra Dubey (2022-28) (2022-2028),SATISH CHANDRA DUBEY,Bihar,,Elected MP
RS_SATNAM_SINGH_SANDHU,Rajya Sabha,Shri Satnam Singh Sandhu (2024-30) (2024-2030),SATNAM SINGH SANDHU,Chandigarh,,Nominated MP
