mp_key,house,mp_name_raw,mp_name_normalized,state,constituency,elected_nominated
LS_GOVIND_MAKTHAPPA_KARJOL,Lok Sabha,GOVIND MAKTHAPPA KARJOL,GOVIND MAKTHAPPA KARJOL,Karnataka,CHITRADURGA(SC),
LS_GUMMA_THANUJA_RANI,Lok Sabha,Gumma Thanuja Rani,GUMMA THANUJA RANI,Andhra Pradesh,ARAKU(ST),
LS_GURMEET_SINGH_MEET_HAYER,Lok Sabha,GURMEET SINGH MEET HAYER,GURMEET SINGH MEET HAYER,Punjab,SANGRUR,
LS_GYANESHWAR_PATIL,Lok Sabha,Gyaneshwar Patil,GYANESHWAR PATIL,Madhya Pradesh,KHANDWA,
LS_H_D_KUMARASWAMY,Lok Sabha,H.D. KUMARASWAMY,H.D. KUMARASWAMY,Karnataka,MANDYA,
LS_HARENDRA_SINGH_MALIK,Lok Sabha,HARENDRA SINGH MALIK,HARENDRA SINGH MALIK,Uttar Pradesh,MUZAFFARNAGAR,
LS_HARIBHAI_PATEL,Lok Sabha,HARIBHAI PATEL,HARIBHAI PATEL,Gujarat,MAHESANA,
LS_HARISH_CHANDRA_MEENA,Lok Sabha,HARISH CHANDRA MEENA,HARISH CHANDRA MEENA,Rajasthan,TONK-SAWAI MADHOPUR,
LS_HARSH_MALHOTRA,Lok Sabha,Harsh Malhotra,HARSH MALHOTRA,Delhi,EAST DELHI,
LS_HASMUKH_BHAI_SOMA_BHAI_PATEL,Lok Sabha,Hasmukh Bhai Soma Bhai Patel,HASMUKH BHAI SOMA BHAI PATEL,Gujarat,AHMEDABAD EAST,
LS_IMRAN_MASOOD,Lok Sabha,IMRAN MASOOD,IMRAN MASOOD,Uttar Pradesh,SAHARANPUR,
LS_INDRA_HANG_SUBBA,Lok Sabha,Indra Hang Subba,INDRA HANG SUBBA,Sikkim,SIKKIM,
LS_IQRA_CHOUDHARY,Lok Sabha,IQRA CHOUDHARY,IQRA CHOUDHARY,Uttar Pradesh,KAIRANA,
LS_ISHA_KHAN_CHOUDHURY,Lok Sabha,ISHA KHAN CHOUDHURY,ISHA KHAN CHOUDHURY,West Bengal,MALDAHA DAKSHIN,
LS_JAGADISH_CHANDRA_BARMA_BASUNIA,Lok Sabha,JAGADISH CHANDRA BARMA BASUNIA,JAGADISH CHANDRA BARMA BASUNIA,West Bengal,COOCHBEHAR(SC),
LS_JAGADISH_SHETTAR,Lok Sabha,JAGADISH SHETTAR,JAGADISH SHETTAR,Karnataka,BELGAUM,
LS_JAGANNATH_SARKAR,Lok Sabha,Jagannath Sarkar,JAGANNATH SARKAR,West Bengal,RANAGHAT(SC),
LS_JAGDAMBIKA_PAL,Lok Sabha,Jagdambika Pal,JAGDAMBIKA PAL,Uttar Pradesh,DOMARIYAGANJ,
LS_JAI_PARKASH,Lok Sabha,JAI PARKASH,JAI PARKASH,Haryana,HISAR,
LS_JAI_PRAKASH,Lok Sabha,Jai Prakash,JAI PRAKASH,Uttar Pradesh,HARDOI (SC),
LS_JANARDAN_MISHRA,Lok Sabha,Janardan Mishra,JANARDAN MISHRA,Madhya Pradesh,REWA,
LS_JASHUBHAI_BHILUBHAI_RATHVA,Lok Sabha,JASHUBHAI BHILUBHAI RATHVA,JASHUBHAI BHILUBHAI RATHVA,Gujarat,CHHOTA UDAIPUR(ST),
LS_JASWANTSINH_SUMANBHAI_BHABHOR,Lok Sabha,Jaswantsinh Sumanbhai Bhabhor,JASWANTSINH SUMANBHAI BHABHOR,Gujarat,DAHOD(ST),
LS_JITAN_RAM_MANJHI,Lok Sabha,JITAN RAM MANJHI,JITAN RAM MANJHI,Bihar,GAYA (SC),
LS_JITENDRA_KUMAR_DOHARE,Lok Sabha,JITENDRA KUMAR DOHARE,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),
LS_JITENDRA_SINGH,Lok Sabha,Jitendra Singh,JITENDRA SINGH,Jammu And Kashmir,UDHAMPUR,
LS_JITIN_PRASADA,Lok Sabha,JITIN PRASADA,JITIN PRASADA,Uttar Pradesh,PILIBHIT,
LS_JOBA_MAJHI,Lok Sabha,JOBA MAJHI,JOBA MAJHI,Jharkhand,SINGHBHUM(ST),
LS_JOYANTA_BASUMATARY,Lok Sabha,JOYANTA BASUMATARY,JOYANTA BASUMATARY,Assam,KOKRAJHAR (ST),
LS_JUNE_MALIAH,Lok Sabha,JUNE MALIAH,JUNE MALIAH,West Bengal,MEDINIPUR,
LS_JYOTIRADITYA_M_SCINDIA,Lok Sabha,JYOTIRADITYA M. SCINDIA,JYOTIRADITYA M. SCINDIA,Madhya Pradesh,GUNA,
LS_JYOTSNA_CHARANDAS_MAHANT,Lok Sabha,Jyotsna Charandas Mahant,JYOTSNA CHARANDAS MAHANT,Chhattisgarh,KORBA,
LS_K_E_PRAKASH,Lok Sabha,K E PRAKASH,K E PRAKASH,Tamil Nadu,ERODE,
LS_K_RADHAKRISHNAN,Lok Sabha,K RADHAKRISHNAN,K RADHAKRISHNAN,Kerala,ALATHUR(SC),
LS_K_SUBBARAYAN,Lok Sabha,K Subbarayan,K SUBBARAYAN,Tamil Nadu,TIRUPPUR,
LS_K_C_VENUGOPAL,Lok Sabha,K. C VENUGOPAL,K. C VENUGOPAL,Kerala,ALAPPUZHA,
LS_K_RAJASHEKAR_BASAVARAJ_HITNAL,Lok Sabha,K. RAJASHEKAR BASAVARAJ HITNAL,K. RAJASHEKAR BASAVARAJ HITNAL,Karnataka,KOPPAL,
LS_KADIYAM_KAVYA,Lok Sabha,KADIYAM KAVYA,KADIYAM KAVYA,Telangana,WARANGEL(SC),
LS_KAKOLI_GHOSH_DASTIDAR,Lok Sabha,Kakoli Ghosh Dastidar,KAKOLI GHOSH DASTIDAR,West Bengal,BARASAT,
LS_KALABEN_MOHANBHAI_DELKAR,Lok Sabha,Kalaben Mohanbhai Delkar,KALABEN MOHANBHAI DELKAR,The Dadra And Nagar Haveli And Daman And Diu,DADRA & NAGAR HAVELI (ST),
LS_KALANIDHI_VEERASWAMY,Lok Sabha,Kalanidhi Veeraswamy,KALANIDHI VEERASWAMY,Tamil Nadu,CHENNAI NORTH,
LS_KALI_CHARAN_MUNDA,Lok Sabha,KALI CHARAN MUNDA,KALI CHARAN MUNDA,Jharkhand,KHUNTI(ST),
LS_KALI_CHARAN_SINGH,Lok Sabha,KALI CHARAN SINGH,KALI CHARAN SINGH,Jharkhand,CHATRA,
LS_KALIPADA_SAREN,Lok Sabha,KALIPADA SAREN,KALIPADA SAREN,West Bengal,JHARGRAM(ST),
LS_KALYAN_BANERJEE,Lok Sabha,Kalyan Banerjee,KALYAN BANERJEE,West Bengal,SREERAMPUR,
LS_KALYAN_VAIJINATHRAO_KALE,Lok Sabha,KALYAN VAIJINATHRAO KALE,KALYAN VAIJINATHRAO KALE,Maharashtra,JALNA,
LS_KAMAKHYA_PRASAD_TASA,Lok Sabha,KAMAKHYA PRASAD TASA,KAMAKHYA PRASAD TASA,Assam,Kaziranga,
LS_KAMALJEET_SEHRAWAT,Lok Sabha,Kamaljeet Sehrawat,KAMALJEET SEHRAWAT,Delhi,WEST DELHI,
LS_KAMLESH_JANGDE,Lok Sabha,KAMLESH JANGDE,KAMLESH JANGDE,Chhattisgarh,JANJGIR CHAMPA(SC),
LS_KAMLESH_PASWAN,Lok Sabha,Kamlesh Paswan,KAMLESH PASWAN,Uttar Pradesh,BANSGAON(SC),
LS_KANGANA_RANAUT,Lok Sabha,Kangana Ranaut,KANGANA RANAUT,Himachal Pradesh,MANDI,
LS_KANI_K_NAVAS,Lok Sabha,Kani K Navas,KANI K NAVAS,Tamil Nadu,RAMANATHAPURAM,
LS_KANIMOZHI_KARUNANIDHI,Lok Sabha,Kanimozhi Karunanidhi,KANIMOZHI KARUNANIDHI,Tamil Nadu,THOOTHUKKUDI,
LS_KANWAR_SINGH_TANWAR,Lok Sabha,KANWAR SINGH TANWAR,KANWAR SINGH TANWAR,Uttar Pradesh,AMROHA,
LS_KARAN_BHUSHAN_SINGH,Lok Sabha,KARAN BHUSHAN SINGH,KARAN BHUSHAN SINGH,Uttar Pradesh,KAISERGANJ,
LS_KARTICK_CHANDRA_PAUL,Lok Sabha,KARTICK CHANDRA PAUL,KARTICK CHANDRA PAUL,West Bengal,RAIGANJ,
LS_KAUSHALENDRA_KUMAR,Lok Sabha,Kaushalendra Kumar,KAUSHALENDRA KUMAR,Bihar,NALANDA,
LS_KHAGEN_MURMU,Lok Sabha,Khagen Murmu,KHAGEN MURMU,West Bengal,MALDAHA UTTAR,
LS_KHALILUR_RAHAMAN,Lok Sabha,Khalilur Rahaman,KHALILUR RAHAMAN,West Bengal,JANGIPUR,
LS_KINJARAPU_RAM_MOHAN_NAIDU,Lok Sabha,Kinjarapu Ram Mohan Naidu,KINJARAPU RAM MOHAN NAIDU,Andhra Pradesh,SRIKAKULAM,
LS_KIREN_RIJIJU,Lok Sabha,Kiren Rijiju,KIREN RIJIJU,Arunachal Pradesh,ARUNACHAL WEST,
LS_KIRTI_VARDHAN_SINGH,Lok Sabha,Kirti Vardhan Singh,KIRTI VARDHAN SINGH,Uttar Pradesh,GONDA,
LS_KISHAN_REDDY_GANGAPURAM,Lok Sabha,Kishan Reddy Gangapuram,KISHAN REDDY GANGAPURAM,Telangana,SECUNDERABAD,
LS_KISHORI_LAL,Lok Sabha,KISHORI LAL,KISHORI LAL,Uttar Pradesh,AMETHI,
LS_KONDA_VISHWESHWAR_REDDY,Lok Sabha,KONDA VISHWESHWAR REDDY,KONDA VISHWESHWAR REDDY,Telangana,CHELVELLA,
LS_KOTA_SRINIVAS_POOJARY,Lok Sabha,KOTA SRINIVAS POOJARY,KOTA SRINIVAS POOJARY,Karnataka,UDUPI CHIKMAGALUR,
LS_KRIPANATH_MALLAH,Lok Sabha,Kripanath Mallah,KRIPANATH MALLAH,Assam,KARIMGANJ (SC),
LS_KRISHAN_PAL_GURJAR,Lok Sabha,Krishan Pal Gurjar,KRISHAN PAL GURJAR,Haryana,FARIDABAD,
LS_KRISHNA_DEVI_SHIVSHANKER_PATEL,Lok Sabha,KRISHNA DEVI SHIVSHANKER PATEL,KRISHNA DEVI SHIVSHANKER PATEL,Uttar Pradesh,BANDA,
LS_KRISHNA_PRASAD_TENNETI,Lok Sabha,Krishna Prasad Tenneti,KRISHNA PRASAD TENNETI,Andhra Pradesh,BAPATLA,
LS_KRITI_DEVI_DEBBARMAN,Lok Sabha,KRITI DEVI DEBBARMAN,KRITI DEVI DEBBARMAN,Tripura,TRIPURA EAST(ST),
LS_KULDEEP_INDORA,Lok Sabha,KULDEEP INDORA,KULDEEP INDORA,Rajasthan,GANGANAGAR(SC),
LS_KUNDURU_RAGHUVEER,Lok Sabha,KUNDURU RAGHUVEER,KUNDURU RAGHUVEER,Telangana,NALGONDA,
LS_LALJI_VERMA,Lok Sabha,LALJI VERMA,LALJI VERMA,Uttar Pradesh,AMBEDKAR NAGAR,
LS_LAVU_SRI_KRISHNA_DEVARAYALU,Lok Sabha,Lavu Sri Krishna Devarayalu,LAVU SRI KRISHNA DEVARAYALU,Andhra Pradesh,NARASARAOPET,
LS_LAXMIKANT_PAPPU_NISHAD,Lok Sabha,LAXMIKANT PAPPU NISHAD,LAXMIKANT PAPPU NISHAD,Uttar Pradesh,SANT KABIR NAGAR,
LS_LOVELY_ANAND,Lok Sabha,LOVELY ANAND,LOVELY ANAND,Bihar,SHEOHAR,
LS_LUMBARAM,Lok Sabha,LUMBARAM,LUMBARAM,Rajasthan,JALORE,
LS_M_MALLESH_BABU,Lok Sabha,M. MALLESH BABU,M. MALLESH BABU,Karnataka,KOLAR(SC),
LS_M_K_VISHNUPRASAD,Lok Sabha,M.K. VISHNUPRASAD,M.K. VISHNUPRASAD,Tamil Nadu,CUDDALORE,
LS_MADDILA_GURUMOORTHY,Lok Sabha,Maddila Gurumoorthy,MADDILA GURUMOORTHY,Andhra Pradesh,TIRUPATI(SC),
LS_MADHAVANENI_RAGHUNANDAN_RAO,Lok Sabha,MADHAVANENI RAGHUNANDAN RAO,MADHAVANENI RAGHUNANDAN RAO,Telangana,MEDAK,
LS_MAGUNTA_SREENIVASULU_REDDY,Lok Sabha,Magunta Sreenivasulu Reddy,MAGUNTA SREENIVASULU REDDY,Andhra Pradesh,ONGOLE,
LS_MAHENDRA_SINGH_SOLANKY,Lok Sabha,Mahendra Singh Solanky,MAHENDRA SINGH SOLANKY,Madhya Pradesh,DEWAS(SC),
LS_MAHESH_KASHYAP,Lok Sabha,MAHESH KASHYAP,MAHESH KASHYAP,Chhattisgarh,BASTAR(ST),
LS_MAHESH_SHARMA,Lok Sabha,Mahesh Sharma,MAHESH SHARMA,Uttar Pradesh,GAUTAM BUDDHA NAGAR,
LS_MAHIMA_KUMARI_MEWAR,Lok Sabha,MAHIMA KUMARI MEWAR,MAHIMA KUMARI MEWAR,Rajasthan,RAJSAMAND,
LS_MALA_RAJYA_LAXMI_SHAH,Lok Sabha,Mala Rajya Laxmi Shah,MALA RAJYA LAXMI SHAH,Uttarakhand,TEHRI GARHWAL,
LS_MALA_ROY,Lok Sabha,Mala Roy,MALA ROY,West Bengal,KOLKATA DAKSHIN,
LS_MALAIYARASAN_D,Lok Sabha,MALAIYARASAN D,MALAIYARASAN D,Tamil Nadu,KALLAKURICHI,
LS_MALVIKA_DEVI,Lok Sabha,MALVIKA DEVI,MALVIKA DEVI,Odisha,KALAHANDI,
LS_MALVINDER_SINGH_KANG,Lok Sabha,MALVINDER SINGH KANG,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,
LS_MANI_A,Lok Sabha,MANI. A.,MANI. A.,Tamil Nadu,DHARAMAPURI,
LS_MANICKAM_TAGORE_B,Lok Sabha,Manickam Tagore B,MANICKAM TAGORE B,Tamil Nadu,VIRUDHUNAGAR,
LS_MANISH_JAISWAL,Lok Sabha,MANISH JAISWAL,MANISH JAISWAL,Jharkhand,HAZARIBAGH,
LS_MANISH_TEWARI,Lok Sabha,MANISH TEWARI,MANISH TEWARI,Chandigarh,CHANDIGARH,
LS_MANJU_SHARMA,Lok Sabha,MANJU SHARMA,MANJU SHARMA,Rajasthan,JAIPUR,
LS_MANNA_LAL_RAWAT,Lok Sabha,MANNA LAL RAWAT,MANNA LAL RAWAT,Rajasthan,UDAIPUR(ST),
LS_MANOHAR_LAL,Lok Sabha,MANOHAR LAL,MANOHAR LAL,Haryana,KARNAL,
LS_MANOJ_KUMAR,Lok Sabha,MANOJ KUMAR,MANOJ KUMAR,Bihar,SASARAM(SC),
LS_MANOJ_TIGGA,Lok Sabha,MANOJ TIGGA,MANOJ TIGGA,West Bengal,ALIPURDUARS(ST),
LS_MANOJ_TIWARI,Lok Sabha,Manoj Tiwari,MANOJ TIWARI,Delhi,NORTH EAST DELHI,
LS_MANSUKHBHAI_DHANJIBHAI_VASAVA,Lok Sabha,Mansukhbhai Dhanjibhai Vasava,MANSUKHBHAI DHANJIBHAI VASAVA,Gujarat,BHARUCH,
LS_MIAN_ALTAF_AHMAD,Lok Sabha,MIAN ALTAF AHMAD,MIAN ALTAF AHMAD,Jammu And Kashmir,ANANTNAG,
LS_MIDHUN_REDDY,Lok Sabha,Midhun Reddy,MIDHUN REDDY,Andhra Pradesh,RAJAMPET,
LS_MISHA_BHARTI,Lok Sabha,MISHA BHARTI,MISHA BHARTI,Bihar,PATALIPUTRA,
LS_MITESH_RAMESHBHAI_BAKABHAI_PATEL,Lok Sabha,Mitesh Rameshbhai Bakabhai Patel,MITESH RAMESHBHAI BAKABHAI PATEL,Gujarat,ANAND,
LS_MOHAMED_HANEEFA,Lok Sabha,Mohamed Haneefa,MOHAMED HANEEFA,Ladakh,LADAKH,
LS_MOHIBBULLAH,Lok Sabha,MOHIBBULLAH,MOHIBBULLAH,Uttar Pradesh,RAMPUR,
LS_MOHITE_PATIL_DHAIRYASHEEL_RAJSINH,Lok Sabha,MOHITE PATIL DHAIRYASHEEL RAJSINH,MOHITE PATIL DHAIRYASHEEL RAJSINH,Maharashtra,MADHA,
LS_MR_GOPAL_JEE_THAKUR,Lok Sabha,Mr Gopal Jee Thakur,MR GOPAL JEE THAKUR,Bihar,DARBHANGA,
LS_MS_MAHUA_MOITRA,Lok Sabha,Ms Mahua Moitra,MS MAHUA MOITRA,West Bengal,KRISHNANAGAR,
LS_MUHAMMED_HAMDULLAH_SAYEED,Lok Sabha,MUHAMMED HAMDULLAH SAYEED,MUHAMMED HAMDULLAH SAYEED,Lakshadweep,LAKSHADWEEP(ST),
LS_MUKESH_RAJPUT,Lok Sabha,Mukesh Rajput,MUKESH RAJPUT,Uttar Pradesh,FARRUKHABAD,
LS_MUKESHKUMAR_CHANDRAKAANT_DALAL,Lok Sabha,MUKESHKUMAR CHANDRAKAANT DALAL,MUKESHKUMAR CHANDRAKAANT DALAL,Gujarat,SURAT,
LS_MURARI_LAL_MEENA,Lok Sabha,MURARI LAL MEENA,MURARI LAL MEENA,Rajasthan,DAUSA(ST),
LS_MURASOLI_S,Lok Sabha,MURASOLI S,MURASOLI S,Tamil Nadu,THANJAVUR,
LS_MURLIDHAR_MOHOL,Lok Sabha,MURLIDHAR MOHOL,MURLIDHAR MOHOL,Maharashtra,PUNE,
LS_NABA_CHARAN_MAJHI,Lok Sabha,NABA CHARAN MAJHI,NABA CHARAN MAJHI,Odisha,MAYURBHANJ (ST),
LS_NALIN_SOREN,Lok Sabha,NALIN SOREN,NALIN SOREN,Jharkhand,DUMKA(ST),
LS_NARAYAN_DAS_AHIRWAR,Lok Sabha,NARAYAN DAS AHIRWAR,NARAYAN DAS AHIRWAR,Uttar Pradesh,JALAUN(SC),
LS_NARAYAN_TATU_RANE,Lok Sabha,NARAYAN TATU RANE,NARAYAN TATU RANE,Maharashtra,RATNAGIRI-SINDHUDURG,
LS_NARESH_CHANDRA_UTTAM_PATEL,Lok Sabha,NARESH CHANDRA UTTAM PATEL,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,FATEHPUR,
LS_NARESH_GANPAT_MHASKE,Lok Sabha,NARESH GANPAT MHASKE,NARESH GANPAT MHASKE,Maharashtra,THANE,
LS_NAVEEN_JINDAL,Lok Sabha,NAVEEN JINDAL,NAVEEN JINDAL,Haryana,KURUKSHETRA,
LS_NEERAJ_MAURYA,Lok Sabha,NEERAJ MAURYA,NEERAJ MAURYA,Uttar Pradesh,AONLA,
LS_NILESH_DNYANDEV_LANKE,Lok Sabha,NILESH DNYANDEV LANKE,NILESH DNYANDEV LANKE,Maharashtra,AHMEDNAGAR,
LS_NIMUBEN_JAYANTIBHAI_BAMBHANIYA,Lok Sabha,NIMUBEN JAYANTIBHAI BAMBHANIYA,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,BHAVNAGAR,
LS_NISHIKANT_DUBEY,Lok Sabha,Nishikant Dubey,NISHIKANT DUBEY,Jharkhand,GODDA,
LS_NITIN_JAIRAM_GADKARI,Lok Sabha,Nitin Jairam Gadkari,NITIN JAIRAM GADKARI,Maharashtra,NAGPUR,
LS_NITYANAND_RAI,Lok Sabha,Nityanand Rai,NITYANAND RAI,Bihar,UJJARPUR,
LS_OM_BIRLA,Lok Sabha,Om Birla,OM BIRLA,Rajasthan,KOTA,
LS_OMPRAKASH_BHUPALSINH_ALIAS_PAWAN_RAJENIMBALKAR,Lok Sabha,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OMPRAKASH BHUPALSINH ALIAS PAWAN RAJENIMBALKAR,Maharashtra,OSMANABAD,
LS_P_C_MOHAN,Lok Sabha,P C Mohan,P C MOHAN,Karnataka,BANGALORE CENTRAL,
LS_PANKAJ_CHOWDHARY,Lok Sabha,Pankaj Chowdhary,PANKAJ CHOWDHARY,Uttar Pradesh,MAHARAJGANJ_UP,
LS_PARIMAL_SUKLABAIDYA,Lok Sabha,PARIMAL SUKLABAIDYA,PARIMAL SUKLABAIDYA,Assam,SILCHAR,
LS_PARSHOTTAMBHAI_RUPALA,Lok Sabha,PARSHOTTAMBHAI RUPALA,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,
LS_PARTHA_BHOWMICK,Lok Sabha,PARTHA BHOWMICK,PARTHA BHOWMICK,West Bengal,BARRACKPUR,
LS_PARVATAGOUDA_CHANDANAGOUDA_GADDIGOUDAR,Lok Sabha,Parvatagouda Chandanagouda Gaddigoudar,PARVATAGOUDA CHANDANAGOUDA GADDIGOUDAR,Karnataka,BAGALKOT,
LS_PATEL_UMESHBHAI_BABUBHAI,Lok Sabha,PATEL UMESHBHAI BABUBHAI,PATEL UMESHBHAI BABUBHAI,The Dadra And Nagar Haveli And Daman And Diu,DAMAN and DIU,
LS_PATHAN_YUSUF,Lok Sabha,PATHAN YUSUF,PATHAN YUSUF,West Bengal,BAHARAMPUR,
LS_PHANI_BHUSAN_CHOUDHURY,Lok Sabha,PHANI BHUSAN CHOUDHURY,PHANI BHUSAN CHOUDHURY,Assam,BARPETA,
LS_PIYUSH_VEDPRAKASH_GOYAL,Lok Sabha,Piyush Vedprakash Goyal,PIYUSH VEDPRAKASH GOYAL,Maharashtra,MUMBAI NORTH,
LS_PRABHAKAR_REDDY_VEMIREDDY,Lok Sabha,PRABHAKAR REDDY VEMIREDDY,PRABHAKAR REDDY VEMIREDDY,Andhra Pradesh,NELLORE(SC),
LS_PRABHUBHAI_NAGARBHAI_VASAVA,Lok Sabha,Prabhubhai Nagarbhai Vasava,PRABHUBHAI NAGARBHAI VASAVA,Gujarat,BARDOLI(ST),
LS_PRADAN_BARUAH,Lok Sabha,Pradan Baruah,PRADAN BARUAH,Assam,LAKHIMPUR,
LS_PRADEEP_KUMAR_SINGH,Lok Sabha,Pradeep Kumar Singh,PRADEEP KUMAR SINGH,Bihar,ARARIA,
LS_PRADEEP_PUROHIT,Lok Sabha,PRADEEP PUROHIT,PRADEEP PUROHIT,Odisha,BARGARH,
LS_PRADYUT_BORDOLOI,Lok Sabha,Pradyut Bordoloi,PRADYUT BORDOLOI,Assam,NOWGONG,
LS_PRALHAD_VENKATESH_JOSHI,Lok Sabha,Pralhad Venkatesh Joshi,PRALHAD VENKATESH JOSHI,Karnataka,DHARWAD,
LS_PRANITI_SUSHILKUMAR_SHINDE,Lok Sabha,PRANITI SUSHILKUMAR SHINDE,PRANITI SUSHILKUMAR SHINDE,Maharashtra,SOLAPUR(SC),
LS_PRASUN_BANERJEE,Lok Sabha,Prasun Banerjee,PRASUN BANERJEE,West Bengal,HOWRAH,
LS_PRATAP_CHANDRA_SARANGI,Lok Sabha,Pratap Chandra Sarangi,PRATAP CHANDRA SARANGI,Odisha,BALASORE,
LS_PRATAPRAO_JADHAV,Lok Sabha,Prataprao Jadhav,PRATAPRAO JADHAV,Maharashtra,BULDHANA,
LS_PRATIMA_MONDAL,Lok Sabha,Pratima Mondal,PRATIMA MONDAL,West Bengal,JOYNAGAR(SC),
LS_PRAVEEN_KHANDELWAL,Lok Sabha,Praveen Khandelwal,PRAVEEN KHANDELWAL,Delhi,CHANDINI CHOWK,
LS_PRAVEEN_PATEL,Lok Sabha,PRAVEEN PATEL,PRAVEEN PATEL,Uttar Pradesh,PHULPUR,
LS_PRIYA_SAROJ,Lok Sabha,PRIYA SAROJ,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),
LS_PRIYANKA_GANDHI_VADRA,Lok Sabha,Priyanka Gandhi Vadra,PRIYANKA GANDHI VADRA,Kerala,WAYANAD,
LS_PRIYANKA_SATISH_JARKIHOLI,Lok Sabha,PRIYANKA SATISH JARKIHOLI,PRIYANKA SATISH JARKIHOLI,Karnataka,CHIKKODI,
LS_SOUGATA_RAY,Lok Sabha,Prof Sougata Ray,SOUGATA RAY,West Bengal,DUM DUM,
LS_SP_SINGH_BAGHEL,Lok Sabha,Prof SP Singh Baghel,SP SINGH BAGHEL,Uttar Pradesh,AGRA(SC),
LS_PUSHPENDRA_SAROJ,Lok Sabha,PUSHPENDRA SAROJ,PUSHPENDRA SAROJ,Uttar Pradesh,KAUSHAMBI(SC),
LS_PUTTA_MAHESH_KUMAR,Lok Sabha,Putta Mahesh Kumar,PUTTA MAHESH KUMAR,Andhra Pradesh,ELURU,
LS_R_K_CHAUDHARY,Lok Sabha,R.K. CHAUDHARY,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),
LS_RABINDRA_NARAYAN_BEHERA,Lok Sabha,RABINDRA NARAYAN BEHERA,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),
LS_RACHNA_BANERJEE,Lok Sabha,RACHNA BANERJEE,RACHNA BANERJEE,West Bengal,HOOGHLY,
LS_RADHA_MOHAN_SINGH,Lok Sabha,Radha Mohan Singh,RADHA MOHAN SINGH,Bihar,PURVI CHAMPARAN,
LS_RADHAKRISHNA,Lok Sabha,RADHAKRISHNA,RADHAKRISHNA,Karnataka,GULBARGA(SC),
LS_RADHE_SHYAM_RATHIYA,Lok Sabha,RADHE SHYAM RATHIYA,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),
LS_RAHUL_GANDHI,Lok Sabha,RAHUL GANDHI,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,
LS_RAHUL_KASWAN,Lok Sabha,Rahul Kaswan,RAHUL KASWAN,Rajasthan,CHURU,
LS_RAHUL_SINGH_LODHI,Lok Sabha,RAHUL SINGH LODHI,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,
LS_RAJ_BHUSHAN_CHOUDHARY,Lok Sabha,RAJ BHUSHAN CHOUDHARY,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,
LS_RAJ_KUMAR_ROAT,Lok Sabha,RAJ KUMAR ROAT,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),
LS_RAJA_RAM_SINGH,Lok Sabha,RAJA RAM SINGH,RAJA RAM SINGH,Bihar,KARAKAT,
LS_RAJABHAU,Lok Sabha,RAJABHAU,RAJABHAU,Maharashtra,NASHIK,
LS_RAJEEV_BHARDWAJ,Lok Sabha,RAJEEV BHARDWAJ,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,
LS_RAJEEV_RAI,Lok Sabha,RAJEEV RAI,RAJEEV RAI,Uttar Pradesh,GHOSI,
LS_RAJESH_RANJAN_ALIAS_PAPPU_YADAV,Lok Sabha,RAJESH RANJAN ALIAS PAPPU YADAV,RAJESH RANJAN ALIAS PAPPU YADAV,Bihar,PURNEA,
LS_RAJESH_VERMA,Lok Sabha,RAJESH VERMA,RAJESH VERMA,Bihar,KHAGARIA,
LS_RAJESHBHAI_NARANBHAI_CHUDASAMA,Lok Sabha,Rajeshbhai Naranbhai Chudasama,RAJESHBHAI NARANBHAI CHUDASAMA,Gujarat,JUNAGADH,
LS_RAJIV_PRATAP_RUDY,Lok Sabha,Rajiv Pratap Rudy,RAJIV PRATAP RUDY,Bihar,SARAN,
LS_RAJIV_RANJAN_LALAN_SINGH,Lok Sabha,Rajiv Ranjan (Lalan) Singh,RAJIV RANJAN (LALAN) SINGH,Bihar,MUNGER,
LS_RAJKUMAR_CHAHAR,Lok Sabha,Rajkumar Chahar,RAJKUMAR CHAHAR,Uttar Pradesh,FATEHPUR SIKRI,
LS_RAJNATH_SINGH,Lok Sabha,Rajnath Singh,RAJNATH SINGH,Uttar Pradesh,LUCKNOW,
LS_RAJPALSINH_MAHENDRASINH_JADAV,Lok Sabha,RAJPALSINH MAHENDRASINH JADAV,RAJPALSINH MAHENDRASINH JADAV,Gujarat,PANCHMAHAL,
LS_RAJU_BISTA,Lok Sabha,Raju Bista,RAJU BISTA,West Bengal,DARJEELING,
LS_RAKESH_RATHOR,Lok Sabha,RAKESH RATHOR,RAKESH RATHOR,Uttar Pradesh,SITAPUR,
